"","CSN","STATE","NAME","GEO_ID","LocalTax","MedianIncome","Area_Code","St","Cnty","St_Name","Annual_Average_Establishment_Count","Annual_Average_Employment","Annual_Total_Wages","Annual_Average_Weekly_Wage","Annual_Average_Pay","Total_Wage_Location_Quotient_Relative_to_US","Employment_Location_Quotient_Relative_to_US","LAUS Code","State FIPS Code","County FIPS Code","STATE_GEO_ID","Year","Labor Force","Employed","Unemployed","Unemployment Rate","StateTax","StateMeanLocalTax","StateCombinedMeanTax","Geo Id","Ton-miles (millions)","Coefficient of variation for Ton-miles","Tons (thousands)","Tons (percent change)","Standard error for Tons (percent change)","Coefficient of variation for Tons","Value ($ million)","Value (percent change)","Standard error for Value (percent change)","Coefficient of variation for Value","2007 Tons (thousands)","2007 Coefficient of variation for Tons","2007 Value ($ million)","2007 Coefficient of variation for Value"
"2259","Chester County Pennsylvania","Pennsylvania","Chester County","0500000US42029",0.322,"42896","42029","42","029","Pennsylvania",15529,251021,17830173975,1366,71031,101,101,"CN4202900000000","42","029","Chester County, PA","2019",286480,277341,9139,3.2,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2260","Clarion County Pennsylvania","Pennsylvania","Clarion County","0500000US42031",0.348,NA,"42031","42","031","Pennsylvania",1081,13204,482612932,703,36550,101,101,"CN4203100000000","42","031","Clarion County, PA","2019",17131,16289,842,4.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2261","Clearfield County Pennsylvania","Pennsylvania","Clearfield County","0500000US42033",0.349,"25959","42033","42","033","Pennsylvania",2149,29970,1206011102,774,40240,101,101,"CN4203300000000","42","033","Clearfield County, PA","2019",35987,34114,1873,5.2,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2262","Clinton County Pennsylvania","Pennsylvania","Clinton County","0500000US42035",0.343,NA,"42035","42","035","Pennsylvania",912,13358,564818596,813,42283,101,101,"CN4203500000000","42","035","Clinton County, PA","2019",18338,17347,991,5.4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2263","Columbia County Pennsylvania","Pennsylvania","Columbia County","0500000US42037",0.343,"28397","42037","42","037","Pennsylvania",1565,24843,1006021208,779,40496,101,101,"CN4203700000000","42","037","Columbia County, PA","2019",33552,31955,1597,4.8,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2264","Crawford County Pennsylvania","Pennsylvania","Crawford County","0500000US42039",0.344,"26412","42039","42","039","Pennsylvania",2197,30159,1230730329,785,40808,101,101,"CN4203900000000","42","039","Crawford County, PA","2019",38685,36853,1832,4.7,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2265","Cumberland County Pennsylvania","Pennsylvania","Cumberland County","0500000US42041",0.338,"34857","42041","42","041","Pennsylvania",6521,134480,6866819773,982,51062,101,101,"CN4204100000000","42","041","Cumberland County, PA","2019",132626,128165,4461,3.4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2266","Dauphin County Pennsylvania","Pennsylvania","Dauphin County","0500000US42043",0.354,"32471","42043","42","043","Pennsylvania",7475,184687,10119475900,1054,54792,101,101,"CN4204300000000","42","043","Dauphin County, PA","2019",144836,139003,5833,4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2267","Delaware County Pennsylvania","Pennsylvania","Delaware County","0500000US42045",0.347,"35577","42045","42","045","Pennsylvania",14085,224808,13460140365,1151,59874,101,101,"CN4204500000000","42","045","Delaware County, PA","2019",299802,287670,12132,4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2268","Elk County Pennsylvania","Pennsylvania","Elk County","0500000US42047",0.346,NA,"42047","42","047","Pennsylvania",971,14995,657412180,843,43843,101,101,"CN4204700000000","42","047","Elk County, PA","2019",15677,14911,766,4.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2269","Erie County Pennsylvania","Pennsylvania","Erie County","0500000US42049",0.326,"24913","42049","42","049","Pennsylvania",6897,122028,5151509829,812,42216,101,101,"CN4204900000000","42","049","Erie County, PA","2019",128841,122943,5898,4.6,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2270","Fayette County Pennsylvania","Pennsylvania","Fayette County","0500000US42051",0.358,"26888","42051","42","051","Pennsylvania",2846,39224,1569202665,769,40006,101,101,"CN4205100000000","42","051","Fayette County, PA","2019",57273,53868,3405,5.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2271","Forest County Pennsylvania","Pennsylvania","Forest County","0500000US42053",0.325,NA,"42053","42","053","Pennsylvania",167,1994,89866461,867,45076,101,101,"CN4205300000000","42","053","Forest County, PA","2019",1818,1694,124,6.8,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2272","Franklin County Pennsylvania","Pennsylvania","Franklin County","0500000US42055",0.34,"30038","42055","42","055","Pennsylvania",3299,59587,2596577076,838,43576,101,101,"CN4205500000000","42","055","Franklin County, PA","2019",77887,74904,2983,3.8,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2273","Fulton County Pennsylvania","Pennsylvania","Fulton County","0500000US42057",0.338,NA,"42057","42","057","Pennsylvania",321,5934,283404518,918,47756,101,101,"CN4205700000000","42","057","Fulton County, PA","2019",7907,7560,347,4.4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2274","Greene County Pennsylvania","Pennsylvania","Greene County","0500000US42059",0.352,NA,"42059","42","059","Pennsylvania",807,12893,713736565,1065,55361,101,101,"CN4205900000000","42","059","Greene County, PA","2019",16626,15771,855,5.1,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2275","Huntingdon County Pennsylvania","Pennsylvania","Huntingdon County","0500000US42061",0.337,NA,"42061","42","061","Pennsylvania",975,12554,498809579,764,39733,101,101,"CN4206100000000","42","061","Huntingdon County, PA","2019",20012,18833,1179,5.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2276","Indiana County Pennsylvania","Pennsylvania","Indiana County","0500000US42063",0.369,"22146","42063","42","063","Pennsylvania",1965,29638,1366076248,886,46093,101,101,"CN4206300000000","42","063","Indiana County, PA","2019",39155,37186,1969,5,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2277","Jefferson County Pennsylvania","Pennsylvania","Jefferson County","0500000US42065",0.342,NA,"42065","42","065","Pennsylvania",1219,15841,623324623,757,39348,101,101,"CN4206500000000","42","065","Jefferson County, PA","2019",20587,19612,975,4.7,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2278","Juniata County Pennsylvania","Pennsylvania","Juniata County","0500000US42067",0.344,NA,"42067","42","067","Pennsylvania",541,6835,244293656,687,35744,101,101,"CN4206700000000","42","067","Juniata County, PA","2019",12616,12061,555,4.4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2279","Lackawanna County Pennsylvania","Pennsylvania","Lackawanna County","0500000US42069",0.321,"27278","42069","42","069","Pennsylvania",5604,98101,4155209123,815,42356,101,101,"CN4206900000000","42","069","Lackawanna County, PA","2019",105216,100057,5159,4.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2280","Lancaster County Pennsylvania","Pennsylvania","Lancaster County","0500000US42071",0.352,"31881","42071","42","071","Pennsylvania",13591,242383,11234911906,891,46352,101,101,"CN4207100000000","42","071","Lancaster County, PA","2019",285253,275432,9821,3.4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2281","Lawrence County Pennsylvania","Pennsylvania","Lawrence County","0500000US42073",0.33,"24707","42073","42","073","Pennsylvania",1989,28607,1178261269,792,41188,101,101,"CN4207300000000","42","073","Lawrence County, PA","2019",40775,38687,2088,5.1,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2282","Lebanon County Pennsylvania","Pennsylvania","Lebanon County","0500000US42075",0.349,"29980","42075","42","075","Pennsylvania",2818,50423,2148701426,819,42613,101,101,"CN4207500000000","42","075","Lebanon County, PA","2019",72617,69798,2819,3.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2283","Lehigh County Pennsylvania","Pennsylvania","Lehigh County","0500000US42077",0.326,"30546","42077","42","077","Pennsylvania",8757,193040,10405808289,1037,53905,101,101,"CN4207700000000","42","077","Lehigh County, PA","2019",193388,184665,8723,4.5,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2284","Luzerne County Pennsylvania","Pennsylvania","Luzerne County","0500000US42079",0.338,"27106","42079","42","079","Pennsylvania",7378,144969,6369103201,845,43934,101,101,"CN4207900000000","42","079","Luzerne County, PA","2019",157695,148722,8973,5.7,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2285","Lycoming County Pennsylvania","Pennsylvania","Lycoming County","0500000US42081",0.309,"26815","42081","42","081","Pennsylvania",3147,51378,2274332434,851,44266,101,101,"CN4208100000000","42","081","Lycoming County, PA","2019",56919,54169,2750,4.8,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2286","McKean County Pennsylvania","Pennsylvania","McKean County","0500000US42083",0.353,NA,"42083","42","083","Pennsylvania",1167,15179,636956347,807,41963,101,101,"CN4208300000000","42","083","McKean County, PA","2019",17355,16435,920,5.3,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2287","Mercer County Pennsylvania","Pennsylvania","Mercer County","0500000US42085",0.332,"25369","42085","42","085","Pennsylvania",2926,46266,1960156236,815,42367,101,101,"CN4208500000000","42","085","Mercer County, PA","2019",49321,46909,2412,4.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2288","Mifflin County Pennsylvania","Pennsylvania","Mifflin County","0500000US42087",0.343,NA,"42087","42","087","Pennsylvania",1044,15815,628567955,764,39745,101,101,"CN4208700000000","42","087","Mifflin County, PA","2019",21076,20093,983,4.7,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2289","Monroe County Pennsylvania","Pennsylvania","Monroe County","0500000US42089",0.343,"27440","42089","42","089","Pennsylvania",3541,56529,2414887012,822,42720,101,101,"CN4208900000000","42","089","Monroe County, PA","2019",83291,78812,4479,5.4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2290","Montgomery County Pennsylvania","Pennsylvania","Montgomery County","0500000US42091",0.317,"41349","42091","42","091","Pennsylvania",27540,496676,34514471125,1336,69491,101,101,"CN4209100000000","42","091","Montgomery County, PA","2019",456383,440364,16019,3.5,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2291","Montour County Pennsylvania","Pennsylvania","Montour County","0500000US42093",0.367,NA,"42093","42","093","Pennsylvania",455,15614,1067842479,1315,68389,101,101,"CN4209300000000","42","093","Montour County, PA","2019",9122,8795,327,3.6,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2292","Northampton County Pennsylvania","Pennsylvania","Northampton County","0500000US42095",0.325,"31666","42095","42","095","Pennsylvania",6749,115498,5501331369,916,47631,101,101,"CN4209500000000","42","095","Northampton County, PA","2019",161856,154642,7214,4.5,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2293","Northumberland County Pennsylvania","Pennsylvania","Northumberland County","0500000US42097",0.347,"26786","42097","42","097","Pennsylvania",1872,27740,1108771352,769,39970,101,101,"CN4209700000000","42","097","Northumberland County, PA","2019",43184,40765,2419,5.6,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2294","Perry County Pennsylvania","Pennsylvania","Perry County","0500000US42099",0.347,NA,"42099","42","099","Pennsylvania",897,7788,256893414,634,32987,101,101,"CN4209900000000","42","099","Perry County, PA","2019",24583,23673,910,3.7,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2295","Philadelphia County Pennsylvania","Pennsylvania","Philadelphia County","0500000US42101",0.35,"25904","42101","42","101","Pennsylvania",34408,687903,45280534131,1266,65824,101,101,"CN4210100000000","42","101","Philadelphia County/city, PA","2019",722078,682012,40066,5.5,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2296","Pike County Pennsylvania","Pennsylvania","Pike County","0500000US42103",0.328,NA,"42103","42","103","Pennsylvania",1049,11506,388117386,649,33732,101,101,"CN4210300000000","42","103","Pike County, PA","2019",25321,23909,1412,5.6,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2297","Potter County Pennsylvania","Pennsylvania","Potter County","0500000US42105",0.322,NA,"42105","42","105","Pennsylvania",457,5463,231003969,813,42283,101,101,"CN4210500000000","42","105","Potter County, PA","2019",7209,6784,425,5.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2298","Schuylkill County Pennsylvania","Pennsylvania","Schuylkill County","0500000US42107",0.338,"26763","42107","42","107","Pennsylvania",3041,49398,2108059185,821,42675,101,101,"CN4210700000000","42","107","Schuylkill County, PA","2019",66554,62948,3606,5.4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2299","Snyder County Pennsylvania","Pennsylvania","Snyder County","0500000US42109",0.343,NA,"42109","42","109","Pennsylvania",966,16435,601847685,704,36621,101,101,"CN4210900000000","42","109","Snyder County, PA","2019",20172,19079,1093,5.4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2300","Somerset County Pennsylvania","Pennsylvania","Somerset County","0500000US42111",0.361,"25276","42111","42","111","Pennsylvania",1883,24275,975240078,773,40174,101,101,"CN4211100000000","42","111","Somerset County, PA","2019",33659,31869,1790,5.3,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2301","Sullivan County Pennsylvania","Pennsylvania","Sullivan County","0500000US42113",0.337,NA,"42113","42","113","Pennsylvania",204,1569,58691056,719,37401,101,101,"CN4211300000000","42","113","Sullivan County, PA","2019",2671,2531,140,5.2,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2302","Susquehanna County Pennsylvania","Pennsylvania","Susquehanna County","0500000US42115",0.335,NA,"42115","42","115","Pennsylvania",991,9069,375279350,796,41382,101,101,"CN4211500000000","42","115","Susquehanna County, PA","2019",20606,19717,889,4.3,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2303","Tioga County Pennsylvania","Pennsylvania","Tioga County","0500000US42117",0.341,NA,"42117","42","117","Pennsylvania",1079,12542,527434646,809,42054,101,101,"CN4211700000000","42","117","Tioga County, PA","2019",19148,18139,1009,5.3,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2304","Union County Pennsylvania","Pennsylvania","Union County","0500000US42119",0.335,NA,"42119","42","119","Pennsylvania",1010,17738,785746116,852,44297,101,101,"CN4211900000000","42","119","Union County, PA","2019",19912,19114,798,4,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2305","Venango County Pennsylvania","Pennsylvania","Venango County","0500000US42121",0.348,NA,"42121","42","121","Pennsylvania",1253,17873,707389341,761,39579,101,101,"CN4212100000000","42","121","Venango County, PA","2019",22444,21354,1090,4.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2306","Warren County Pennsylvania","Pennsylvania","Warren County","0500000US42123",0.345,NA,"42123","42","123","Pennsylvania",1069,14521,605069388,801,41668,101,101,"CN4212300000000","42","123","Warren County, PA","2019",18977,18116,861,4.5,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2307","Washington County Pennsylvania","Pennsylvania","Washington County","0500000US42125",0.333,"31569","42125","42","125","Pennsylvania",5495,88056,4998390886,1092,56764,101,101,"CN4212500000000","42","125","Washington County, PA","2019",107299,102475,4824,4.5,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2308","Wayne County Pennsylvania","Pennsylvania","Wayne County","0500000US42127",0.33,NA,"42127","42","127","Pennsylvania",1420,15099,603080256,768,39942,101,101,"CN4212700000000","42","127","Wayne County, PA","2019",22486,21427,1059,4.7,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2309","Westmoreland County Pennsylvania","Pennsylvania","Westmoreland County","0500000US42129",0.333,"30839","42129","42","129","Pennsylvania",9230,133713,6091795987,876,45559,101,101,"CN4212900000000","42","129","Westmoreland County, PA","2019",181453,173320,8133,4.5,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2310","Wyoming County Pennsylvania","Pennsylvania","Wyoming County","0500000US42131",0.32,NA,"42131","42","131","Pennsylvania",715,9592,475637123,954,49586,101,101,"CN4213100000000","42","131","Wyoming County, PA","2019",13610,12948,662,4.9,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2311","York County Pennsylvania","Pennsylvania","York County","0500000US42133",0.348,"31971","42133","42","133","Pennsylvania",9154,179411,8756717100,939,48808,101,101,"CN4213300000000","42","133","York County, PA","2019",236377,227297,9080,3.8,6,0.34,6.34,"0400000US42",6050,17.2,8601,-1.3,41.5,22,33613,38.3,15.8,4.5,8710,35.8,24304,10.5
"2312","Bristol County Rhode Island","Rhode Island","Bristol County","0500000US44001",NA,NA,"44001","44","001","Rhode Island",1552,13658,588456505,829,43086,101,101,"CN4400100000000","44","001","Bristol County, RI","2019",26005,25226,779,3,7,NA,7,"0400000US44",138,44,NA,NA,NA,NA,2835,91,83.1,38.8,187,27.6,1485,19.7
"2313","Kent County Rhode Island","Rhode Island","Kent County","0500000US44003",NA,"38013","44003","44","003","Rhode Island",5518,75892,3687036812,934,48583,101,101,"CN4400300000000","44","003","Kent County, RI","2019",90729,87815,2914,3.2,7,NA,7,"0400000US44",138,44,NA,NA,NA,NA,2835,91,83.1,38.8,187,27.6,1485,19.7
"2314","Newport County Rhode Island","Rhode Island","Newport County","0500000US44005",NA,"41600","44005","44","005","Rhode Island",3383,40807,2100718752,990,51480,101,101,"CN4400500000000","44","005","Newport County, RI","2019",44280,42905,1375,3.1,7,NA,7,"0400000US44",138,44,NA,NA,NA,NA,2835,91,83.1,38.8,187,27.6,1485,19.7
"2315","Providence County Rhode Island","Rhode Island","Providence County","0500000US44007",NA,"29363","44007","44","007","Rhode Island",18568,287533,16001010948,1070,55649,101,101,"CN4400700000000","44","007","Providence County, RI","2019",325490,312930,12560,3.9,7,NA,7,"0400000US44",138,44,NA,NA,NA,NA,2835,91,83.1,38.8,187,27.6,1485,19.7
"2316","Washington County Rhode Island","Rhode Island","Washington County","0500000US44009",NA,"35247","44009","44","009","Rhode Island",4457,53170,2637260645,954,49600,101,101,"CN4400900000000","44","009","Washington County, RI","2019",69050,66892,2158,3.1,7,NA,7,"0400000US44",138,44,NA,NA,NA,NA,2835,91,83.1,38.8,187,27.6,1485,19.7
"2317","Abbeville County South Carolina","South Carolina","Abbeville County","0500000US45001",1.13,NA,"45001","45","001","South Carolina",360,5480,208433188,731,38038,101,101,"CN4500100000000","45","001","Abbeville County, SC","2019",10050,9711,339,3.4,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2318","Aiken County South Carolina","South Carolina","Aiken County","0500000US45003",1.135,"26694","45003","45","003","South Carolina",2969,60521,3005756792,955,49664,101,101,"CN4500300000000","45","003","Aiken County, SC","2019",75105,72929,2176,2.9,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2319","Allendale County South Carolina","South Carolina","Allendale County","0500000US45005",1.061,NA,"45005","45","005","South Carolina",164,2896,121897064,810,42099,101,101,"CN4500500000000","45","005","Allendale County, SC","2019",2692,2549,143,5.3,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2320","Anderson County South Carolina","South Carolina","Anderson County","0500000US45007",1.125,"26100","45007","45","007","South Carolina",3624,65078,2625212845,776,40340,101,101,"CN4500700000000","45","007","Anderson County, SC","2019",91576,89109,2467,2.7,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2321","Bamberg County South Carolina","South Carolina","Bamberg County","0500000US45009",1.105,NA,"45009","45","009","South Carolina",291,3749,125767118,645,33548,101,101,"CN4500900000000","45","009","Bamberg County, SC","2019",4981,4704,277,5.6,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2322","Barnwell County South Carolina","South Carolina","Barnwell County","0500000US45011",0.999,NA,"45011","45","011","South Carolina",391,5521,204512890,712,37042,101,101,"CN4501100000000","45","011","Barnwell County, SC","2019",8268,7916,352,4.3,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2323","Beaufort County South Carolina","South Carolina","Beaufort County","0500000US45013",1.155,"30371","45013","45","013","South Carolina",5743,67390,2615409927,746,38810,101,101,"CN4501300000000","45","013","Beaufort County, SC","2019",77858,75797,2061,2.6,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2324","Berkeley County South Carolina","South Carolina","Berkeley County","0500000US45015",1.112,"30704","45015","45","015","South Carolina",2989,52886,2738013487,996,51772,101,101,"CN4501500000000","45","015","Berkeley County, SC","2019",104452,101801,2651,2.5,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2325","Calhoun County South Carolina","South Carolina","Calhoun County","0500000US45017",1.141,NA,"45017","45","017","South Carolina",254,4613,199693079,832,43288,101,101,"CN4501700000000","45","017","Calhoun County, SC","2019",6604,6367,237,3.6,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2326","Charleston County South Carolina","South Carolina","Charleston County","0500000US45019",1.218,"33833","45019","45","019","South Carolina",15904,254079,12630160935,956,49710,101,101,"CN4501900000000","45","019","Charleston County, SC","2019",212354,207473,4881,2.3,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2327","Cherokee County South Carolina","South Carolina","Cherokee County","0500000US45021",1.12,NA,"45021","45","021","South Carolina",870,21304,744029718,672,34925,101,101,"CN4502100000000","45","021","Cherokee County, SC","2019",25196,24422,774,3.1,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2328","Chester County South Carolina","South Carolina","Chester County","0500000US45023",1.179,NA,"45023","45","023","South Carolina",535,9473,407632110,828,43032,101,101,"CN4502300000000","45","023","Chester County, SC","2019",13445,12890,555,4.1,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2329","Chesterfield County South Carolina","South Carolina","Chesterfield County","0500000US45025",1.094,NA,"45025","45","025","South Carolina",683,15322,586167553,736,38257,101,101,"CN4502500000000","45","025","Chesterfield County, SC","2019",22128,21484,644,2.9,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2330","Clarendon County South Carolina","South Carolina","Clarendon County","0500000US45027",1.176,NA,"45027","45","027","South Carolina",578,6879,203366811,569,29562,101,101,"CN4502700000000","45","027","Clarendon County, SC","2019",12731,12238,493,3.9,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2331","Colleton County South Carolina","South Carolina","Colleton County","0500000US45029",1.143,NA,"45029","45","029","South Carolina",747,10717,366398630,657,34188,101,101,"CN4502900000000","45","029","Colleton County, SC","2019",16821,16283,538,3.2,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2332","Darlington County South Carolina","South Carolina","Darlington County","0500000US45031",1.202,"20659","45031","45","031","South Carolina",1053,20933,984008005,904,47007,101,101,"CN4503100000000","45","031","Darlington County, SC","2019",30561,29518,1043,3.4,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
